userId,total_rated,avg_rating,rating_stddev,min_rating,max_rating
148,50,3.1219999999999994,1.0140422242949558,1.0,5.0
471,44,3.120454545454545,1.2326148317569567,1.0,5.0
496,40,2.845,1.0739216416050532,1.0,4.5
463,38,2.9868421052631575,0.9614659563428436,1.0,5.0
243,44,2.988636363636363,0.9883544955528318,1.0,5.0
392,38,3.1921052631578943,0.9626488172625342,1.4,5.0
31,33,3.0575757575757576,1.0963092352953794,1.2,5.0
251,41,3.0048780487804887,1.09292067862041,1.0,4.8
137,26,3.292307692307693,0.8643717149111612,1.4,4.7
85,34,2.9294117647058817,0.9706384689641943,1.0,5.0
451,40,2.99,1.1112017057083878,1.0,5.0
65,37,2.5702702702702696,0.9568074416937195,1.0,4.5
458,36,2.977777777777778,1.3260276039167533,1.0,5.0
53,31,3.348387096774193,0.9398123811846473,1.7,5.0
481,26,2.55,1.1573245007343445,1.0,4.8
255,31,3.1774193548387095,1.1586514222489739,1.0,5.0
133,32,2.896875,1.0085071608810654,1.2,5.0
296,33,2.8030303030303028,1.1195660008695467,1.0,4.8
472,41,3.0926829268292693,1.0794420419602062,1.0,5.0
322,32,3.2406250000000005,0.9143513036309473,1.0,4.7
78,33,2.8878787878787877,1.276899950994002,1.0,5.0
321,44,2.729545454545455,1.0968410339241457,1.0,4.9
362,32,3.275,1.28163202408542,1.0,5.0
375,33,3.157575757575757,0.9120821999106985,1.3,5.0
155,38,2.771052631578947,1.0971481199706128,1.0,4.9
108,29,2.8586206896551722,0.9682521961095344,1.0,4.3
368,42,2.8404761904761897,1.157596231854892,1.0,5.0
34,41,2.768292682926829,1.1694954092236198,1.0,5.0
211,35,3.2457142857142847,0.9956797433213674,1.0,5.0
193,34,3.329411764705882,1.1540519949855486,1.0,5.0
101,38,2.552631578947368,1.171217163629881,1.0,4.8
126,39,2.838461538461538,1.0004250108974435,1.1,5.0
115,34,2.9852941176470584,1.07819499921303,1.0,5.0
385,37,2.8216216216216217,1.167650807565519,1.0,4.8
81,41,3.190243902439024,0.987118249767671,1.0,5.0
183,39,3.007692307692308,1.111988407594019,1.0,5.0
210,34,3.241176470588235,1.1396750326455567,1.0,5.0
28,42,2.9166666666666665,1.1194329284511926,1.1,5.0
436,35,2.862857142857143,1.0702077077909344,1.0,5.0
497,37,3.002702702702703,1.0940461310826601,1.0,4.9
412,36,3.4222222222222225,1.0116778457058668,1.0,5.0
406,39,3.1102564102564103,1.1021020278958014,1.0,5.0
300,39,2.941025641025641,1.2147596575623614,1.0,5.0
76,36,3.127777777777778,1.158227984246652,1.0,5.0
332,38,3.0421052631578953,1.099786608035756,1.0,5.0
26,33,3.1030303030303026,1.2880423247327824,1.0,5.0
27,36,3.083333333333334,1.0324727599312247,1.0,5.0
384,38,3.4473684210526314,0.9249505003863758,1.0,5.0
44,39,3.0948717948717954,1.069665151233078,1.1,5.0
271,34,2.820588235294118,1.114036997308684,1.0,5.0
192,28,3.2607142857142857,1.1357292601588427,1.0,5.0
159,29,2.851724137931034,1.0554689850133556,1.0,4.7
253,42,3.166666666666666,0.9888812764239137,1.0,4.7
460,30,3.130000000000001,0.9865124918376474,1.0,5.0
236,38,2.871052631578947,1.3063065106848977,1.0,5.0
329,30,2.9133333333333336,1.09756260785475,1.0,4.7
103,35,2.6228571428571423,1.0933181320252243,1.0,4.7
12,40,3.1774999999999998,1.0158960930109295,1.0,5.0
350,35,3.1657142857142864,1.1789683568928482,1.0,5.0
336,35,2.9371428571428573,1.0009071515632308,1.0,4.9
223,32,3.1281250000000003,1.0176615747119282,1.0,4.9
417,44,3.1068181818181824,1.0337103474631717,1.3,5.0
388,38,3.292105263157895,0.9425043060902043,1.0,5.0
409,42,3.0214285714285714,1.102886614760294,1.0,5.0
91,43,2.6767441860465127,1.1230988612088992,1.0,5.0
333,31,2.9645161290322575,1.0088106486012045,1.0,4.7
222,44,2.734090909090909,1.1753165198259992,1.0,5.0
285,36,2.902777777777778,0.95423450580216,1.0,4.6
128,32,2.9437499999999996,1.1059771624545272,1.0,5.0
22,35,2.8657142857142857,1.0087682813105054,1.0,4.7
330,33,3.027272727272727,1.0329789226046455,1.0,5.0
209,45,2.913333333333334,1.1582902760691567,1.0,4.6
372,35,2.8828571428571435,0.9772367147414466,1.0,4.8
122,36,2.880555555555556,0.8789017316903263,1.0,4.7
230,41,3.002439024390245,1.110064819025909,1.0,5.0
319,29,2.841379310344828,1.0949615914266158,1.0,4.6
493,36,3.0249999999999995,1.060828517177561,1.0,4.6
157,36,3.091666666666667,1.1299494299683124,1.0,5.0
190,37,2.8945945945945937,1.0635229574772143,1.1,4.8
233,32,3.003125,1.1574399935675617,1.1,5.0
232,39,2.9692307692307693,1.397583223424194,1.0,5.0
93,36,2.791666666666667,1.2257650672131264,1.0,5.0
225,36,2.9055555555555554,1.0214679757079148,1.0,5.0
346,34,3.2823529411764705,1.038784426037937,1.0,4.9
360,38,2.986842105263158,1.2227949934543687,1.0,5.0
246,39,3.0641025641025634,1.0489310798410019,1.0,4.7
367,39,2.471794871794872,0.8687403821349374,1.0,4.2
476,41,2.904878048780488,1.0170917410716191,1.0,4.9
224,34,2.944117647058823,1.0885606778568266,1.0,5.0
111,29,3.0620689655172413,1.2471148970734265,1.0,4.8
47,41,2.9658536585365853,1.0463292397944257,1.1,5.0
140,41,2.929268292682927,1.2217290825790768,1.0,5.0
416,35,3.037142857142857,1.05247207991072,1.0,5.0
177,32,3.0843749999999996,1.1231032397321157,1.0,5.0
444,36,3.333333333333333,1.1394234130847558,1.0,5.0
132,39,3.1666666666666665,0.873990645901206,1.0,4.7
152,35,2.851428571428572,1.2367822169245646,1.0,5.0
305,41,2.963414634146342,1.0439722452155937,1.0,5.0
355,36,2.9472222222222215,0.9906667628020206,1.0,5.0
185,40,3.142499999999999,1.0330158734849118,1.0,4.8
353,44,3.2977272727272733,0.8456423556430374,1.0,4.6
325,37,2.8648648648648645,1.096767020792428,1.0,4.7
386,46,2.8760869565217386,1.1245117029396845,1.0,5.0
291,27,2.940740740740741,1.1126058322207997,1.0,4.9
473,38,2.8210526315789473,1.213027905638511,1.0,5.0
