movieId,total_ratings,avg_rating,rating_stddev,title,genres
148,85,2.9129411764705884,1.1416141700089686,Movie_148,Romance
31,96,2.9979166666666672,1.1145902401819119,Movie_31,Drama
85,101,2.9079207920792065,1.0859726670885257,Movie_85,Sci-Fi
137,93,2.829032258064516,0.9941765923487607,Movie_137,Comedy
65,102,2.937254901960783,1.118248415397978,Movie_65,Action
53,86,2.960465116279069,0.9970874136872434,Movie_53,Comedy
133,101,3.02178217821782,1.0739277406228076,Movie_133,Sci-Fi
78,106,3.129245283018869,1.1115811973539635,Movie_78,Comedy
108,82,2.9853658536585366,1.1307292469600068,Movie_108,Drama
155,102,3.040196078431373,1.0753088254466614,Movie_155,Thriller
193,72,2.716666666666667,0.9943502372736666,Movie_193,Sci-Fi
34,75,3.051999999999999,1.0919063418899349,Movie_34,Thriller
126,98,3.146938775510204,1.0274785553868893,Movie_126,Thriller
101,92,2.9554347826086955,1.0486374341150637,Movie_101,Romance
115,88,3.082954545454545,1.0121357401706679,Movie_115,Comedy
81,104,3.0846153846153843,1.05974618968748,Movie_81,Comedy
183,101,2.9485148514851485,1.0899186998474828,Movie_183,Drama
28,85,3.118823529411764,1.1114655830465097,Movie_28,Action
76,104,2.8644230769230767,0.9516381654331056,Movie_76,Romance
27,72,3.1027777777777765,1.0905447950092433,Movie_27,Thriller
26,89,3.0921348314606747,1.116225856819342,Movie_26,Romance
192,89,2.9157303370786525,1.1529506490664896,Movie_192,Action
44,95,3.043157894736842,1.0449119510477087,Movie_44,Drama
159,93,3.065591397849463,1.1473499355941095,Movie_159,Sci-Fi
103,93,2.960215053763441,1.1448504539654223,Movie_103,Action
12,80,2.946249999999999,1.1398360697147571,Movie_12,Drama
91,97,2.957731958762888,0.9985233943539654,Movie_91,Comedy
22,111,3.13963963963964,1.1148811008174229,Movie_22,Action
128,102,3.097058823529413,1.1077991634788966,Movie_128,Drama
122,83,2.7686746987951807,1.0540199135948434,Movie_122,Action
190,94,3.0138297872340414,0.9956465521145488,Movie_190,Sci-Fi
93,89,2.976404494382023,1.0887881578649001,Movie_93,Comedy
157,81,3.1234567901234565,1.127083803997985,Movie_157,Drama
111,94,3.224468085106382,1.1002136811237067,Movie_111,Drama
47,86,2.9488372093023254,1.130303882725819,Movie_47,Comedy
140,95,3.077894736842106,0.9866318103666251,Movie_140,Action
177,82,3.1085365853658526,1.1195458977476114,Movie_177,Thriller
152,91,3.1923076923076916,1.1142741303677646,Movie_152,Romance
132,90,2.9544444444444435,1.0081868374096603,Movie_132,Romance
185,93,3.0784946236559128,1.0147659252866912,Movie_185,Action
146,93,3.196774193548388,1.0398005256970353,Movie_146,Action
1,77,3.140259740259739,1.0929510679396668,Movie_1,Thriller
52,99,2.9737373737373733,1.0867087418012786,Movie_52,Comedy
182,104,3.1567307692307685,1.2045032350790548,Movie_182,Action
13,77,3.1012987012987017,1.093821584904757,Movie_13,Sci-Fi
86,97,2.8608247422680413,1.1106076322062517,Movie_86,Thriller
6,105,2.8742857142857146,1.2034428633195364,Movie_6,Comedy
16,86,2.9999999999999996,1.0805227493045695,Movie_16,Thriller
168,97,3.0412371134020617,1.0800031420980127,Movie_168,Thriller
142,92,2.8304347826086955,1.150703476228975,Movie_142,Comedy
178,92,3.1739130434782603,1.1178737239443197,Movie_178,Action
3,97,3.0051546391752577,1.0857381450366517,Movie_3,Drama
20,89,2.9528089887640436,0.9759715308394978,Movie_20,Thriller
164,88,2.8420454545454543,1.149384802056079,Movie_164,Sci-Fi
40,85,3.0588235294117654,1.1711099860558682,Movie_40,Thriller
169,81,3.092592592592592,1.1314567797509743,Movie_169,Thriller
139,89,3.194382022471911,0.9139523996161095,Movie_139,Drama
94,100,2.9410000000000007,1.0992279200429818,Movie_94,Action
57,89,2.8528089887640435,1.0242613622021004,Movie_57,Comedy
120,106,2.933018867924528,1.1422385455230906,Movie_120,Thriller
54,96,2.921875,1.1343630835244765,Movie_54,Action
96,71,2.956338028169012,0.9675790693959844,Movie_96,Thriller
48,105,3.061904761904763,1.0164399555065626,Movie_48,Thriller
163,89,2.741573033707865,1.0793315470028035,Movie_163,Romance
191,80,3.0087499999999996,1.0309383399406065,Movie_191,Drama
5,89,3.048314606741574,1.0650557347292546,Movie_5,Romance
19,96,2.8145833333333337,1.132112991075274,Movie_19,Comedy
92,91,3.047252747252748,1.1942771555622775,Movie_92,Romance
117,92,2.9108695652173915,1.1451240656177617,Movie_117,Action
64,95,3.009473684210526,1.0135332851193357,Movie_64,Sci-Fi
41,84,3.2190476190476174,1.1752955219731616,Movie_41,Action
154,96,2.9562499999999994,1.1099371722380458,Movie_154,Romance
43,87,3.1816091954023005,0.9849482025847485,Movie_43,Romance
15,92,3.1554347826086966,1.0785994307265734,Movie_15,Comedy
112,89,3.0696629213483133,1.1450887713089024,Movie_112,Action
165,78,3.1282051282051286,1.130095667240706,Movie_165,Action
179,89,2.996629213483146,1.2006105869138426,Movie_179,Sci-Fi
189,91,3.1450549450549454,1.1320839914132537,Movie_189,Drama
37,82,2.9804878048780483,0.9064159544963294,Movie_37,Sci-Fi
61,102,3.054901960784314,1.1251954682535366,Movie_61,Thriller
127,83,3.0951807228915675,1.2406630420924551,Movie_127,Sci-Fi
197,81,3.046913580246913,1.1285041448476258,Movie_197,Comedy
88,81,3.0246913580246915,0.978459358404519,Movie_88,Sci-Fi
107,84,3.1488095238095246,1.0470260865576848,Movie_107,Drama
9,87,2.7758620689655165,1.153353605315102,Movie_9,Drama
17,83,2.8192771084337345,0.9365814630391793,Movie_17,Sci-Fi
72,90,2.9277777777777785,1.101584943735466,Movie_72,Sci-Fi
175,92,3.0065217391304357,1.2068307735576405,Movie_175,Drama
35,66,3.160606060606061,1.0328271562715299,Movie_35,Sci-Fi
196,85,2.8847058823529412,1.198461899423485,Movie_196,Drama
114,80,2.9337500000000003,1.1854544340420146,Movie_114,Romance
173,99,3.00909090909091,1.0468700589006426,Movie_173,Sci-Fi
4,88,3.0965909090909083,1.0531233091543561,Movie_4,Romance
59,102,3.114705882352941,1.0942149461060595,Movie_59,Thriller
55,84,3.0952380952380953,1.0308383255734272,Movie_55,Comedy
8,100,3.0060000000000007,1.0711855039340217,Movie_8,Drama
100,93,2.9967741935483865,1.0815097753184653,Movie_100,Romance
161,94,2.9882978723404263,1.0780165361688514,Movie_161,Comedy
23,78,3.0128205128205128,1.051820805235857,Movie_23,Thriller
39,80,3.1525,1.0575796346111737,Movie_39,Thriller
176,90,3.002222222222222,1.0521222829961487,Movie_176,Comedy
49,84,3.0738095238095244,1.1186393464285458,Movie_49,Action
7,84,2.9452380952380954,1.067414934045254,Movie_7,Drama
162,90,3.148888888888889,1.1515738565398952,Movie_162,Comedy
130,88,2.8386363636363643,1.1561362344834087,Movie_130,Action
84,95,3.1010526315789475,1.1593738897997419,Movie_84,Sci-Fi
136,102,3.2754901960784317,1.060864235256098,Movie_136,Romance
87,102,2.924509803921569,1.128342012832427,Movie_87,Action
171,85,2.9776470588235298,1.00633428018397,Movie_171,Thriller
51,87,3.0482758620689654,1.0444607008276454,Movie_51,Sci-Fi
194,83,3.2349397590361444,1.1119564975413074,Movie_194,Romance
129,92,3.1097826086956517,1.0301029269610777,Movie_129,Drama
166,85,2.823529411764706,1.239205492281583,Movie_166,Romance
69,95,2.849473684210526,1.1808646024868792,Movie_69,Comedy
97,85,2.896470588235295,1.0812742767793238,Movie_97,Thriller
63,90,2.8988888888888886,1.1233471698099833,Movie_63,Drama
102,88,3.0068181818181823,1.0682239481231373,Movie_102,Action
10,87,3.0873563218390814,1.0529918171131454,Movie_10,Romance
77,84,2.9892857142857148,1.0637530578034688,Movie_77,Comedy
50,83,3.2674698795180723,0.9865075666003487,Movie_50,Thriller
45,84,3.013095238095238,0.9796458373943303,Movie_45,Romance
38,92,2.967391304347828,1.1501656541609413,Movie_38,Drama
82,98,3.1551020408163257,1.1111545448181448,Movie_82,Sci-Fi
181,93,2.8344086021505377,1.0483418194272238,Movie_181,Action
167,87,3.0252873563218396,1.1384626916096618,Movie_167,Sci-Fi
80,86,3.065116279069768,1.1198495110936024,Movie_80,Comedy
25,100,2.910000000000001,0.9630024596924646,Movie_25,Sci-Fi
73,96,2.9677083333333325,1.0935692206490075,Movie_73,Comedy
113,98,3.0112244897959193,1.1850340508449992,Movie_113,Drama
24,90,3.114444444444445,1.083021274559537,Movie_24,Comedy
160,104,3.046153846153849,1.0222688526848154,Movie_160,Thriller
70,96,3.076041666666667,1.0464722483977615,Movie_70,Sci-Fi
125,91,2.978021978021977,1.1401561489357692,Movie_125,Drama
62,96,3.047916666666667,1.1513817023738926,Movie_62,Romance
121,88,3.0477272727272733,1.153802038113859,Movie_121,Comedy
156,101,2.891089108910891,1.1532648446823472,Movie_156,Romance
143,90,3.27888888888889,1.0007294468125998,Movie_143,Thriller
95,92,3.1750000000000003,1.1795533704950165,Movie_95,Thriller
29,86,3.0860465116279068,1.1557694448184392,Movie_29,Action
21,102,2.946078431372549,1.1810107743933407,Movie_21,Romance
98,76,2.9934210526315788,1.111675675283733,Movie_98,Romance
195,87,2.8839080459770114,1.0568572941903496,Movie_195,Action
60,88,2.9454545454545467,1.271338247847075,Movie_60,Thriller
32,90,3.0566666666666675,1.1523351962403916,Movie_32,Comedy
90,94,2.996808510638299,1.0885970183285856,Movie_90,Romance
75,81,3.05432098765432,1.0725028418046325,Movie_75,Sci-Fi
141,89,2.8044943820224724,1.1155828187706467,Movie_141,Comedy
151,71,3.200000000000001,1.0492173954224848,Movie_151,Romance
